student_id,skill_level,interest,time_available,past_performance,goal,recommended_topic,difficulty_level,resource_type
1024,Beginner,Web Development,6+ hours,87,Career,Responsive Design,Hard,Book
1025,Intermediate,Data Science,4-6 hours,61,Academic,Pandas & Data Cleaning,Easy,Interactive
1026,Beginner,Data Science,6+ hours,89,Academic,Data Visualization,Medium,Book
1027,Intermediate,Web Development,6+ hours,77,Hobby,Node.js,Easy,Book
1028,Intermediate,Data Science,4-6 hours,75,Academic,ML Basics,Medium,Interactive
1029,Intermediate,Web Development,2-4 hours,86,Hobby,APIs & Backend,Easy,Video
1030,Beginner,Data Science,2-4 hours,85,Certifications,Data Visualization,Easy,Video
1031,Intermediate,Web Development,2-4 hours,97,Hobby,APIs & Backend,Easy,Video
1032,Intermediate,Python,2-4 hours,76,Certifications,Libraries (Pandas/NumPy),Medium,Video
1033,Beginner,Mobile Development,4-6 hours,100,Certifications,UI/UX,Easy,Interactive
1034,Intermediate,Data Science,1-2 hours,75,Career,ML Basics,Medium,Article
1035,Advanced,Web Development,1-2 hours,63,Academic,Full Stack Architecture,Easy,Article
1036,Intermediate,Python,6+ hours,97,Academic,Web Scraping,Medium,Book
1037,Intermediate,Data Science,4-6 hours,85,Academic,SQL for Data,Medium,Interactive
1038,Intermediate,Python,6+ hours,57,Academic,Data Structures,Easy,Book
1039,Advanced,Mobile Development,2-4 hours,86,Hobby,Native Modules,Easy,Video
1040,Intermediate,Data Science,4-6 hours,93,Certifications,SQL for Data,Medium,Interactive
1041,Advanced,Machine Learning,1-2 hours,74,Academic,Reinforcement Learning,Medium,Article
1042,Intermediate,Web Development,2-4 hours,90,Academic,APIs & Backend,Medium,Video
1043,Intermediate,Mobile Development,6+ hours,54,Career,React Native,Easy,Book
1044,Beginner,Data Science,2-4 hours,70,Academic,Python for Data,Medium,Video
1045,Advanced,Data Science,4-6 hours,88,Certifications,Advanced Visualization,Hard,Interactive
1046,Intermediate,Machine Learning,4-6 hours,97,Certifications,Model Evaluation,Medium,Interactive
1047,Intermediate,Web Development,2-4 hours,51,Hobby,React.js,Easy,Video
1048,Advanced,Web Development,4-6 hours,97,Career,Performance Optimization,Hard,Interactive
1049,Beginner,Web Development,6+ hours,56,Career,HTML/CSS Basics,Easy,Book
1050,Beginner,Machine Learning,1-2 hours,51,Certifications,Python for ML,Easy,Article
1051,Advanced,Python,1-2 hours,66,Hobby,Decorators & Generators,Easy,Article
1052,Beginner,Machine Learning,4-6 hours,64,Hobby,Python for ML,Easy,Interactive
1053,Advanced,Data Science,6+ hours,90,Hobby,Advanced Visualization,Easy,Book
1054,Beginner,Mobile Development,2-4 hours,51,Career,App Design Basics,Easy,Video
1055,Advanced,Data Science,4-6 hours,80,Certifications,Big Data Tools,Hard,Interactive
1056,Advanced,Data Science,6+ hours,58,Hobby,Deep Learning,Easy,Book
1057,Advanced,Mobile Development,6+ hours,90,Certifications,Native Modules,Hard,Book
1058,Advanced,Mobile Development,4-6 hours,72,Certifications,Performance Optimization,Hard,Interactive
1059,Advanced,Web Development,1-2 hours,78,Academic,Microservices,Medium,Article
1060,Intermediate,Machine Learning,4-6 hours,59,Academic,Scikit-learn,Easy,Interactive
1061,Beginner,Python,2-4 hours,72,Academic,Control Flow,Medium,Video
1062,Intermediate,Mobile Development,1-2 hours,94,Certifications,App State Management,Medium,Article
1063,Intermediate,Data Science,1-2 hours,99,Certifications,SQL for Data,Medium,Article
1064,Intermediate,Mobile Development,2-4 hours,100,Career,App State Management,Hard,Video
1065,Advanced,Data Science,2-4 hours,76,Certifications,Big Data Tools,Hard,Video
1066,Intermediate,Web Development,2-4 hours,95,Certifications,APIs & Backend,Medium,Video
1067,Intermediate,Web Development,4-6 hours,55,Certifications,React.js,Easy,Interactive
1068,Advanced,Web Development,4-6 hours,68,Academic,Full Stack Architecture,Easy,Interactive
1069,Intermediate,Web Development,1-2 hours,61,Hobby,React.js,Easy,Article
1070,Intermediate,Python,6+ hours,89,Certifications,Web Scraping,Medium,Book
1071,Intermediate,Mobile Development,6+ hours,62,Academic,React Native,Easy,Book
1072,Beginner,Web Development,1-2 hours,84,Career,JavaScript Basics,Hard,Article
1073,Beginner,Python,4-6 hours,67,Hobby,Python Basic,Easy,Interactive
1074,Advanced,Machine Learning,1-2 hours,64,Career,Neural Networks,Easy,Article
1075,Beginner,Python,6+ hours,63,Academic,Python Basic,Easy,Book
1076,Intermediate,Data Science,6+ hours,73,Certifications,ML Basics,Medium,Book
1077,Advanced,Python,4-6 hours,55,Hobby,Decorators & Generators,Easy,Interactive
1078,Beginner,Data Science,6+ hours,54,Certifications,Statistics Basics,Easy,Book
1079,Beginner,Web Development,4-6 hours,74,Career,JavaScript Basics,Easy,Interactive
1080,Beginner,Web Development,6+ hours,99,Certifications,Responsive Design,Easy,Book
1081,Beginner,Python,2-4 hours,79,Career,Control Flow,Easy,Video
1082,Advanced,Web Development,6+ hours,74,Academic,Microservices,Medium,Book
1083,Intermediate,Web Development,1-2 hours,97,Career,APIs & Backend,Hard,Article
1084,Intermediate,Machine Learning,4-6 hours,62,Academic,Scikit-learn,Easy,Interactive
1085,Beginner,Web Development,1-2 hours,65,Certifications,HTML/CSS Basics,Easy,Article
1086,Intermediate,Python,2-4 hours,100,Academic,Web Scraping,Medium,Video
1087,Advanced,Python,6+ hours,100,Hobby,Optimization,Easy,Book
1088,Beginner,Python,6+ hours,94,Hobby,Functions and Modules,Easy,Book
1089,Intermediate,Python,2-4 hours,60,Certifications,Data Structures,Easy,Video
1090,Beginner,Mobile Development,4-6 hours,98,Career,UI/UX,Hard,Interactive
1091,Beginner,Data Science,2-4 hours,94,Career,Data Visualization,Hard,Video
1092,Beginner,Machine Learning,2-4 hours,70,Academic,Math for ML,Medium,Video
1093,Intermediate,Web Development,1-2 hours,94,Certifications,APIs & Backend,Medium,Article
1094,Intermediate,Web Development,4-6 hours,52,Certifications,React.js,Easy,Interactive
1095,Advanced,Machine Learning,4-6 hours,84,Certifications,Reinforcement Learning,Hard,Interactive
1096,Beginner,Mobile Development,2-4 hours,84,Academic,Programming Fundamentals,Medium,Video
1097,Intermediate,Machine Learning,4-6 hours,88,Hobby,Model Evaluation,Easy,Interactive
1098,Beginner,Mobile Development,2-4 hours,78,Academic,Programming Fundamentals,Medium,Video
1099,Intermediate,Mobile Development,4-6 hours,79,Career,Flutter/Dart,Medium,Interactive
1100,Advanced,Mobile Development,6+ hours,96,Hobby,Native Modules,Easy,Book
1101,Beginner,Mobile Development,4-6 hours,99,Hobby,UI/UX,Easy,Interactive
1102,Intermediate,Python,6+ hours,62,Certifications,Data Structures,Easy,Book
1103,Advanced,Web Development,4-6 hours,70,Certifications,Microservices,Hard,Interactive
1104,Advanced,Data Science,1-2 hours,56,Career,Deep Learning,Easy,Article
1105,Beginner,Web Development,2-4 hours,52,Hobby,HTML/CSS Basics,Easy,Video
1106,Beginner,Machine Learning,2-4 hours,56,Career,Python for ML,Easy,Video
1107,Advanced,Machine Learning,6+ hours,83,Academic,Reinforcement Learning,Medium,Book
1108,Beginner,Data Science,2-4 hours,88,Career,Data Visualization,Hard,Video
1109,Beginner,Web Development,6+ hours,55,Certifications,HTML/CSS Basics,Easy,Book
1110,Advanced,Python,4-6 hours,85,Certifications,Optimization,Hard,Interactive
1111,Intermediate,Python,4-6 hours,83,Career,Libraries (Pandas/NumPy),Hard,Interactive
1112,Advanced,Python,4-6 hours,54,Hobby,Decorators & Generators,Easy,Interactive
1113,Advanced,Python,1-2 hours,96,Hobby,Optimization,Easy,Article
1114,Advanced,Machine Learning,2-4 hours,62,Hobby,Neural Networks,Easy,Video
1115,Advanced,Web Development,6+ hours,97,Career,Performance Optimization,Hard,Book
1116,Advanced,Mobile Development,4-6 hours,93,Certifications,Native Modules,Hard,Interactive
1117,Advanced,Machine Learning,1-2 hours,60,Hobby,Neural Networks,Easy,Article
1118,Advanced,Machine Learning,4-6 hours,92,Hobby,Model Deployment,Easy,Interactive
1119,Advanced,Mobile Development,6+ hours,72,Academic,Performance Optimization,Medium,Book
1120,Advanced,Data Science,4-6 hours,76,Certifications,Big Data Tools,Hard,Interactive
1121,Advanced,Data Science,2-4 hours,86,Hobby,Advanced Visualization,Easy,Video
1122,Intermediate,Mobile Development,4-6 hours,73,Certifications,Flutter/Dart,Medium,Interactive
1123,Intermediate,Machine Learning,1-2 hours,96,Career,Model Evaluation,Hard,Article
1124,Intermediate,Mobile Development,1-2 hours,83,Hobby,Flutter/Dart,Easy,Article
1125,Intermediate,Python,4-6 hours,64,Hobby,Data Structures,Easy,Interactive
1126,Intermediate,Python,4-6 hours,85,Hobby,Web Scraping,Easy,Interactive
1127,Beginner,Python,6+ hours,72,Hobby,Control Flow,Easy,Book
1128,Beginner,Data Science,4-6 hours,87,Hobby,Data Visualization,Easy,Interactive
1129,Beginner,Data Science,4-6 hours,55,Certifications,Statistics Basics,Easy,Interactive
1130,Advanced,Web Development,1-2 hours,96,Academic,Performance Optimization,Medium,Article
1131,Intermediate,Web Development,6+ hours,94,Career,APIs & Backend,Hard,Book
1132,Advanced,Data Science,1-2 hours,96,Certifications,Advanced Visualization,Hard,Article
1133,Beginner,Python,4-6 hours,72,Certifications,Control Flow,Easy,Interactive
1134,Intermediate,Python,2-4 hours,97,Career,Web Scraping,Hard,Video
1135,Advanced,Machine Learning,1-2 hours,69,Career,Neural Networks,Easy,Article
1136,Intermediate,Mobile Development,2-4 hours,70,Hobby,Flutter/Dart,Easy,Video
1137,Beginner,Python,6+ hours,78,Career,Control Flow,Easy,Book
1138,Beginner,Machine Learning,4-6 hours,100,Certifications,ML Fundamentals,Easy,Interactive
1139,Beginner,Web Development,4-6 hours,55,Certifications,HTML/CSS Basics,Easy,Interactive
1140,Advanced,Python,6+ hours,66,Career,Decorators & Generators,Easy,Book
1141,Intermediate,Mobile Development,6+ hours,99,Hobby,App State Management,Easy,Book
1142,Beginner,Machine Learning,2-4 hours,81,Certifications,Math for ML,Easy,Video
1143,Advanced,Mobile Development,2-4 hours,85,Hobby,Native Modules,Easy,Video
1144,Beginner,Python,4-6 hours,99,Certifications,Functions and Modules,Easy,Interactive
1145,Intermediate,Mobile Development,1-2 hours,57,Certifications,React Native,Easy,Article
1146,Intermediate,Data Science,4-6 hours,62,Academic,Pandas & Data Cleaning,Easy,Interactive
1147,Intermediate,Mobile Development,1-2 hours,99,Academic,App State Management,Medium,Article
1148,Beginner,Data Science,6+ hours,89,Hobby,Data Visualization,Easy,Book
1149,Intermediate,Python,2-4 hours,62,Academic,Data Structures,Easy,Video
1150,Beginner,Python,1-2 hours,97,Career,Functions and Modules,Hard,Article
1151,Beginner,Mobile Development,2-4 hours,68,Career,App Design Basics,Easy,Video
1152,Intermediate,Python,4-6 hours,78,Certifications,Libraries (Pandas/NumPy),Medium,Interactive
1153,Beginner,Data Science,2-4 hours,97,Hobby,Data Visualization,Easy,Video
1154,Beginner,Mobile Development,4-6 hours,85,Certifications,UI/UX,Easy,Interactive
1155,Advanced,Web Development,1-2 hours,74,Career,Microservices,Hard,Article
1156,Intermediate,Web Development,1-2 hours,68,Hobby,React.js,Easy,Article
1157,Advanced,Mobile Development,4-6 hours,53,Certifications,Cross-platform Architecture,Easy,Interactive
1158,Advanced,Python,1-2 hours,74,Academic,System Design,Medium,Article
1159,Advanced,Data Science,1-2 hours,51,Academic,Deep Learning,Easy,Article
1160,Advanced,Machine Learning,2-4 hours,74,Career,Reinforcement Learning,Hard,Video
1161,Intermediate,Machine Learning,1-2 hours,61,Hobby,Scikit-learn,Easy,Article
1162,Advanced,Machine Learning,1-2 hours,52,Hobby,Neural Networks,Easy,Article
1163,Advanced,Data Science,4-6 hours,81,Certifications,Big Data Tools,Hard,Interactive
1164,Advanced,Web Development,1-2 hours,72,Academic,Microservices,Medium,Article
1165,Intermediate,Data Science,2-4 hours,82,Academic,ML Basics,Medium,Video
1166,Beginner,Data Science,6+ hours,51,Academic,Statistics Basics,Easy,Book
1167,Beginner,Web Development,4-6 hours,75,Hobby,JavaScript Basics,Easy,Interactive
1168,Beginner,Machine Learning,2-4 hours,76,Hobby,Math for ML,Easy,Video
1169,Advanced,Web Development,6+ hours,69,Academic,Full Stack Architecture,Easy,Book
1170,Intermediate,Mobile Development,2-4 hours,63,Hobby,React Native,Easy,Video
1171,Advanced,Mobile Development,2-4 hours,58,Academic,Cross-platform Architecture,Easy,Video
1172,Advanced,Mobile Development,2-4 hours,77,Hobby,Performance Optimization,Easy,Video
1173,Advanced,Mobile Development,2-4 hours,70,Career,Performance Optimization,Hard,Video
1174,Advanced,Mobile Development,1-2 hours,61,Academic,Cross-platform Architecture,Easy,Article
1175,Beginner,Python,4-6 hours,76,Certifications,Control Flow,Easy,Interactive
1176,Intermediate,Machine Learning,4-6 hours,59,Hobby,Scikit-learn,Easy,Interactive
1177,Beginner,Web Development,2-4 hours,51,Academic,HTML/CSS Basics,Easy,Video
1178,Advanced,Mobile Development,2-4 hours,88,Hobby,Native Modules,Easy,Video
1179,Beginner,Python,4-6 hours,55,Certifications,Python Basic,Easy,Interactive
1180,Beginner,Mobile Development,6+ hours,95,Academic,UI/UX,Medium,Book
1181,Beginner,Machine Learning,6+ hours,80,Hobby,Math for ML,Easy,Book
1182,Beginner,Web Development,2-4 hours,52,Certifications,HTML/CSS Basics,Easy,Video
1183,Beginner,Data Science,6+ hours,64,Hobby,Statistics Basics,Easy,Book
1184,Beginner,Python,2-4 hours,78,Certifications,Control Flow,Easy,Video
1185,Advanced,Data Science,6+ hours,65,Certifications,Deep Learning,Easy,Book
1186,Intermediate,Python,6+ hours,96,Academic,Web Scraping,Medium,Book
1187,Intermediate,Mobile Development,1-2 hours,83,Career,Flutter/Dart,Hard,Article
1188,Intermediate,Machine Learning,1-2 hours,65,Certifications,Scikit-learn,Easy,Article
1189,Advanced,Python,6+ hours,83,Career,System Design,Hard,Book
1190,Beginner,Data Science,6+ hours,75,Academic,Python for Data,Medium,Book
1191,Intermediate,Machine Learning,2-4 hours,77,Academic,Feature Engineering,Medium,Video
1192,Advanced,Python,2-4 hours,79,Certifications,System Design,Hard,Video
1193,Beginner,Mobile Development,1-2 hours,61,Hobby,App Design Basics,Easy,Article
1194,Intermediate,Machine Learning,4-6 hours,78,Career,Feature Engineering,Medium,Interactive
1195,Beginner,Machine Learning,2-4 hours,79,Career,Math for ML,Easy,Video
1196,Intermediate,Data Science,2-4 hours,95,Career,SQL for Data,Hard,Video
1197,Beginner,Python,6+ hours,90,Academic,Functions and Modules,Medium,Book
1198,Beginner,Mobile Development,6+ hours,96,Hobby,UI/UX,Easy,Book
1199,Intermediate,Mobile Development,6+ hours,52,Hobby,React Native,Easy,Book
1200,Intermediate,Mobile Development,2-4 hours,60,Hobby,React Native,Easy,Video
1201,Beginner,Python,6+ hours,69,Academic,Python Basic,Easy,Book
1202,Advanced,Machine Learning,4-6 hours,90,Hobby,Model Deployment,Easy,Interactive
1203,Beginner,Web Development,2-4 hours,50,Academic,HTML/CSS Basics,Easy,Video
1204,Beginner,Machine Learning,6+ hours,81,Career,Math for ML,Hard,Book
1205,Advanced,Machine Learning,2-4 hours,63,Certifications,Neural Networks,Easy,Video
1206,Intermediate,Machine Learning,6+ hours,55,Career,Scikit-learn,Easy,Book
1207,Beginner,Mobile Development,4-6 hours,89,Hobby,UI/UX,Easy,Interactive
1208,Beginner,Web Development,2-4 hours,53,Academic,HTML/CSS Basics,Easy,Video
1209,Beginner,Web Development,1-2 hours,92,Academic,Responsive Design,Medium,Article
1210,Intermediate,Python,1-2 hours,56,Certifications,Data Structures,Easy,Article
1211,Beginner,Web Development,4-6 hours,89,Hobby,Responsive Design,Easy,Interactive
1212,Intermediate,Mobile Development,4-6 hours,52,Career,React Native,Easy,Interactive
1213,Intermediate,Data Science,4-6 hours,74,Career,ML Basics,Medium,Interactive
1214,Intermediate,Mobile Development,1-2 hours,68,Certifications,React Native,Easy,Article
1215,Beginner,Python,4-6 hours,71,Certifications,Control Flow,Easy,Interactive
1216,Advanced,Web Development,2-4 hours,89,Career,Performance Optimization,Hard,Video
1217,Beginner,Mobile Development,1-2 hours,80,Academic,Programming Fundamentals,Medium,Article
1218,Intermediate,Mobile Development,4-6 hours,66,Academic,React Native,Easy,Interactive
1219,Beginner,Mobile Development,6+ hours,83,Certifications,Programming Fundamentals,Easy,Book
1220,Intermediate,Web Development,2-4 hours,95,Academic,APIs & Backend,Medium,Video
1221,Beginner,Python,1-2 hours,51,Certifications,Python Basic,Easy,Article
1222,Advanced,Python,2-4 hours,89,Certifications,Optimization,Hard,Video
1223,Intermediate,Python,4-6 hours,72,Hobby,Libraries (Pandas/NumPy),Easy,Interactive
1224,Beginner,Web Development,4-6 hours,66,Career,HTML/CSS Basics,Easy,Interactive
1225,Intermediate,Data Science,4-6 hours,99,Career,SQL for Data,Hard,Interactive
1226,Beginner,Data Science,4-6 hours,75,Career,Python for Data,Easy,Interactive
1227,Beginner,Web Development,4-6 hours,71,Certifications,JavaScript Basics,Easy,Interactive
1228,Intermediate,Python,2-4 hours,80,Hobby,Libraries (Pandas/NumPy),Easy,Video
1229,Advanced,Machine Learning,4-6 hours,79,Certifications,Reinforcement Learning,Hard,Interactive
1230,Advanced,Python,4-6 hours,86,Academic,Optimization,Medium,Interactive
1231,Advanced,Mobile Development,1-2 hours,63,Academic,Cross-platform Architecture,Easy,Article
1232,Intermediate,Python,2-4 hours,67,Career,Data Structures,Easy,Video
1233,Intermediate,Machine Learning,2-4 hours,86,Certifications,Model Evaluation,Medium,Video
1234,Beginner,Mobile Development,1-2 hours,100,Academic,UI/UX,Medium,Article
1235,Advanced,Data Science,1-2 hours,67,Certifications,Deep Learning,Easy,Article
1236,Beginner,Machine Learning,2-4 hours,73,Certifications,Math for ML,Easy,Video
1237,Intermediate,Web Development,4-6 hours,61,Career,React.js,Easy,Interactive
1238,Intermediate,Python,2-4 hours,55,Certifications,Data Structures,Easy,Video
1239,Advanced,Python,6+ hours,82,Hobby,System Design,Easy,Book
1240,Beginner,Data Science,6+ hours,96,Academic,Data Visualization,Medium,Book
1241,Intermediate,Web Development,1-2 hours,83,Hobby,Node.js,Easy,Article
1242,Beginner,Python,6+ hours,74,Career,Control Flow,Easy,Book
1243,Beginner,Data Science,1-2 hours,93,Career,Data Visualization,Hard,Article
1244,Intermediate,Machine Learning,1-2 hours,56,Academic,Scikit-learn,Easy,Article
1245,Beginner,Mobile Development,4-6 hours,90,Hobby,UI/UX,Easy,Interactive
1246,Intermediate,Web Development,2-4 hours,68,Academic,React.js,Easy,Video
1247,Advanced,Data Science,6+ hours,92,Career,Advanced Visualization,Hard,Book
1248,Intermediate,Web Development,2-4 hours,67,Career,React.js,Easy,Video
1249,Beginner,Mobile Development,1-2 hours,63,Academic,App Design Basics,Easy,Article
1250,Advanced,Data Science,4-6 hours,59,Academic,Deep Learning,Easy,Interactive
1251,Advanced,Web Development,2-4 hours,54,Academic,Full Stack Architecture,Easy,Video
1252,Advanced,Data Science,6+ hours,53,Hobby,Deep Learning,Easy,Book
1253,Beginner,Machine Learning,1-2 hours,56,Certifications,Python for ML,Easy,Article
1254,Beginner,Python,6+ hours,75,Hobby,Control Flow,Easy,Book
1255,Advanced,Mobile Development,6+ hours,89,Academic,Native Modules,Medium,Book
1256,Intermediate,Data Science,2-4 hours,95,Career,SQL for Data,Hard,Video
1257,Intermediate,Mobile Development,2-4 hours,55,Certifications,React Native,Easy,Video
1258,Beginner,Machine Learning,4-6 hours,93,Certifications,ML Fundamentals,Easy,Interactive
1259,Intermediate,Web Development,2-4 hours,59,Academic,React.js,Easy,Video
1260,Intermediate,Machine Learning,2-4 hours,94,Academic,Model Evaluation,Medium,Video
1261,Intermediate,Machine Learning,6+ hours,51,Career,Scikit-learn,Easy,Book
1262,Intermediate,Python,4-6 hours,80,Certifications,Libraries (Pandas/NumPy),Medium,Interactive
1263,Beginner,Data Science,4-6 hours,88,Hobby,Data Visualization,Easy,Interactive
1264,Advanced,Python,6+ hours,95,Career,Optimization,Hard,Book
1265,Intermediate,Mobile Development,1-2 hours,100,Academic,App State Management,Medium,Article
1266,Advanced,Machine Learning,6+ hours,87,Certifications,Model Deployment,Hard,Book
1267,Beginner,Mobile Development,2-4 hours,85,Hobby,UI/UX,Easy,Video
1268,Intermediate,Machine Learning,1-2 hours,71,Hobby,Feature Engineering,Easy,Article
1269,Advanced,Mobile Development,6+ hours,100,Certifications,Native Modules,Hard,Book
1270,Advanced,Data Science,2-4 hours,61,Career,Deep Learning,Easy,Video
1271,Advanced,Mobile Development,6+ hours,57,Certifications,Cross-platform Architecture,Easy,Book
1272,Intermediate,Mobile Development,1-2 hours,78,Hobby,Flutter/Dart,Easy,Article
1273,Intermediate,Machine Learning,1-2 hours,88,Career,Model Evaluation,Hard,Article
1274,Advanced,Mobile Development,6+ hours,70,Certifications,Performance Optimization,Hard,Book
1275,Advanced,Python,1-2 hours,63,Hobby,Decorators & Generators,Easy,Article
1276,Advanced,Python,2-4 hours,92,Hobby,Optimization,Easy,Video
1277,Intermediate,Mobile Development,4-6 hours,74,Certifications,Flutter/Dart,Medium,Interactive
1278,Beginner,Web Development,4-6 hours,69,Academic,HTML/CSS Basics,Easy,Interactive
1279,Intermediate,Data Science,1-2 hours,87,Career,SQL for Data,Hard,Article
1280,Advanced,Mobile Development,6+ hours,58,Academic,Cross-platform Architecture,Easy,Book
1281,Beginner,Data Science,1-2 hours,50,Academic,Statistics Basics,Easy,Article
1282,Beginner,Data Science,1-2 hours,65,Certifications,Statistics Basics,Easy,Article
1283,Advanced,Mobile Development,6+ hours,90,Academic,Native Modules,Medium,Book
1284,Advanced,Machine Learning,6+ hours,74,Certifications,Reinforcement Learning,Hard,Book
1285,Advanced,Web Development,2-4 hours,80,Hobby,Microservices,Easy,Video
1286,Beginner,Mobile Development,6+ hours,73,Certifications,Programming Fundamentals,Easy,Book
1287,Beginner,Data Science,2-4 hours,58,Career,Statistics Basics,Easy,Video
1288,Beginner,Python,2-4 hours,96,Certifications,Functions and Modules,Easy,Video
1289,Advanced,Machine Learning,2-4 hours,55,Hobby,Neural Networks,Easy,Video
1290,Advanced,Machine Learning,6+ hours,100,Certifications,Model Deployment,Hard,Book
1291,Advanced,Web Development,6+ hours,82,Certifications,Microservices,Hard,Book
1292,Advanced,Machine Learning,6+ hours,72,Hobby,Reinforcement Learning,Easy,Book
1293,Beginner,Machine Learning,1-2 hours,86,Certifications,ML Fundamentals,Easy,Article
1294,Advanced,Web Development,4-6 hours,76,Academic,Microservices,Medium,Interactive
1295,Beginner,Python,6+ hours,95,Academic,Functions and Modules,Medium,Book
1296,Beginner,Mobile Development,6+ hours,94,Career,UI/UX,Hard,Book
1297,Beginner,Mobile Development,4-6 hours,79,Career,Programming Fundamentals,Easy,Interactive
1298,Advanced,Mobile Development,1-2 hours,65,Certifications,Cross-platform Architecture,Easy,Article
1299,Advanced,Python,4-6 hours,89,Career,Optimization,Hard,Interactive
1300,Intermediate,Mobile Development,1-2 hours,80,Certifications,Flutter/Dart,Medium,Article
1301,Advanced,Machine Learning,4-6 hours,76,Academic,Reinforcement Learning,Medium,Interactive
1302,Intermediate,Data Science,2-4 hours,52,Academic,Pandas & Data Cleaning,Easy,Video
1303,Advanced,Mobile Development,4-6 hours,53,Certifications,Cross-platform Architecture,Easy,Interactive
1304,Advanced,Web Development,1-2 hours,92,Academic,Performance Optimization,Medium,Article
1305,Advanced,Mobile Development,1-2 hours,68,Certifications,Cross-platform Architecture,Easy,Article
1306,Beginner,Web Development,1-2 hours,100,Academic,Responsive Design,Medium,Article
1307,Intermediate,Web Development,4-6 hours,67,Academic,React.js,Easy,Interactive
1308,Beginner,Python,2-4 hours,87,Hobby,Functions and Modules,Easy,Video
1309,Advanced,Machine Learning,4-6 hours,61,Academic,Neural Networks,Easy,Interactive
1310,Advanced,Web Development,6+ hours,61,Career,Full Stack Architecture,Easy,Book
1311,Intermediate,Python,2-4 hours,88,Hobby,Web Scraping,Easy,Video
1312,Intermediate,Machine Learning,6+ hours,65,Certifications,Scikit-learn,Easy,Book
1313,Advanced,Web Development,2-4 hours,86,Academic,Performance Optimization,Medium,Video
1314,Beginner,Data Science,1-2 hours,53,Hobby,Statistics Basics,Easy,Article
1315,Intermediate,Machine Learning,6+ hours,69,Certifications,Scikit-learn,Easy,Book
1316,Advanced,Mobile Development,2-4 hours,74,Certifications,Performance Optimization,Hard,Video
1317,Intermediate,Data Science,2-4 hours,83,Certifications,ML Basics,Medium,Video
1318,Beginner,Data Science,6+ hours,74,Academic,Python for Data,Medium,Book
1319,Advanced,Python,1-2 hours,84,Academic,System Design,Medium,Article
1320,Intermediate,Mobile Development,4-6 hours,71,Academic,Flutter/Dart,Medium,Interactive
1321,Intermediate,Python,4-6 hours,91,Certifications,Web Scraping,Medium,Interactive
1322,Intermediate,Web Development,2-4 hours,83,Academic,Node.js,Medium,Video
1323,Advanced,Web Development,4-6 hours,85,Career,Performance Optimization,Hard,Interactive
1324,Advanced,Python,1-2 hours,50,Certifications,Decorators & Generators,Easy,Article
1325,Beginner,Mobile Development,1-2 hours,93,Certifications,UI/UX,Easy,Article
1326,Intermediate,Web Development,4-6 hours,66,Hobby,React.js,Easy,Interactive
1327,Beginner,Python,1-2 hours,53,Hobby,Python Basic,Easy,Article
1328,Advanced,Python,1-2 hours,55,Hobby,Decorators & Generators,Easy,Article
1329,Intermediate,Mobile Development,2-4 hours,57,Hobby,React Native,Easy,Video
1330,Intermediate,Data Science,6+ hours,92,Career,SQL for Data,Hard,Book
1331,Advanced,Machine Learning,4-6 hours,99,Certifications,Model Deployment,Hard,Interactive
1332,Advanced,Data Science,4-6 hours,60,Career,Deep Learning,Easy,Interactive
1333,Intermediate,Python,6+ hours,74,Academic,Libraries (Pandas/NumPy),Medium,Book
1334,Beginner,Data Science,4-6 hours,61,Certifications,Statistics Basics,Easy,Interactive
1335,Beginner,Machine Learning,2-4 hours,89,Certifications,ML Fundamentals,Easy,Video
1336,Beginner,Machine Learning,1-2 hours,59,Certifications,Python for ML,Easy,Article
1337,Beginner,Mobile Development,1-2 hours,78,Academic,Programming Fundamentals,Medium,Article
1338,Beginner,Python,1-2 hours,54,Academic,Python Basic,Easy,Article
1339,Intermediate,Python,6+ hours,59,Career,Data Structures,Easy,Book
1340,Beginner,Machine Learning,4-6 hours,59,Academic,Python for ML,Easy,Interactive
1341,Intermediate,Mobile Development,1-2 hours,82,Certifications,Flutter/Dart,Medium,Article
1342,Intermediate,Machine Learning,6+ hours,96,Career,Model Evaluation,Hard,Book
1343,Advanced,Web Development,1-2 hours,74,Certifications,Microservices,Hard,Article
1344,Beginner,Mobile Development,4-6 hours,71,Academic,Programming Fundamentals,Medium,Interactive
1345,Intermediate,Python,1-2 hours,73,Academic,Libraries (Pandas/NumPy),Medium,Article
1346,Beginner,Machine Learning,4-6 hours,91,Hobby,ML Fundamentals,Easy,Interactive
1347,Beginner,Mobile Development,1-2 hours,74,Hobby,Programming Fundamentals,Easy,Article
1348,Intermediate,Machine Learning,1-2 hours,90,Academic,Model Evaluation,Medium,Article
1349,Intermediate,Python,6+ hours,97,Hobby,Web Scraping,Easy,Book
1350,Beginner,Python,2-4 hours,51,Hobby,Python Basic,Easy,Video
1351,Intermediate,Machine Learning,1-2 hours,100,Academic,Model Evaluation,Medium,Article
1352,Intermediate,Mobile Development,6+ hours,51,Career,React Native,Easy,Book
1353,Intermediate,Python,4-6 hours,100,Career,Web Scraping,Hard,Interactive
1354,Intermediate,Python,2-4 hours,91,Certifications,Web Scraping,Medium,Video
1355,Advanced,Mobile Development,2-4 hours,97,Hobby,Native Modules,Easy,Video
1356,Beginner,Python,2-4 hours,81,Career,Control Flow,Hard,Video
